x,y
31247,43044
29656,43843
28440,45066
26880,46551
25650,48134
22644,52037
21388,54476
44584,57787
68675,52188
67219,50622
66378,49651
63014,45063
61070,42698
58337,41640
55302,40742
53722,41292
51143,42794
47457,43630
44483,44104
41417,43427
38338,42042
36192,41317
34066,40948
32333,41380
31247,43044
